sale_date,listing_id,units_sold,seller_id,price,rating,in_stock,category,revenue
2025-04-22,542,3,131,33.37,3.91,1,Toys,100.11
2025-03-04,122,3,77,61.14,4.63,1,Home,247.62
2025-04-18,1271,3,85,6.0,3.82,0,Electronics,0.0
2025-10-12,893,1,258,30.4,3.68,1,Home,30.4
2025-11-23,288,3,210,43.83,3.99,1,Beauty,131.49
2025-06-24,1783,3,108,46.28,4.75,1,Home,187.43
2025-02-13,1611,1,150,69.79,4.62,1,Sports,94.22
2025-10-14,240,2,99,61.54,3.76,1,Sports,123.08
2025-10-05,520,3,177,29.22,4.78,1,Beauty,118.34
2025-05-20,1486,1,56,26.06,4.26,1,Electronics,26.06
2025-07-27,993,2,220,46.82,4.22,1,Sports,93.64
2025-02-03,811,3,251,27.89,4.69,1,Beauty,112.95
2025-06-25,551,3,157,26.86,4.25,1,Electronics,80.58
2025-11-16,333,2,319,12.96,3.88,1,Sports,25.92
2025-09-24,1129,2,289,66.53,4.35,1,Home,133.06
2025-01-05,609,1,128,8.06,4.24,1,Electronics,8.06
2025-09-11,1737,1,288,40.0,5.0,1,Toys,54.0
2025-06-18,251,1,234,63.58,3.85,1,Home,63.58
2025-01-04,738,2,174,32.16,3.26,1,Toys,64.32
2025-01-23,166,1,138,6.0,4.42,1,Toys,6.0
2025-12-01,1338,2,268,37.43,4.02,0,Electronics,0.0
2025-02-04,1157,2,314,101.14,4.24,0,Sports,0.0
2025-08-30,289,1,77,34.17,3.99,1,Home,34.17
2025-04-23,1615,3,294,25.82,4.8,1,Electronics,104.57
2025-03-20,455,2,101,50.6,4.26,1,Beauty,101.2
2025-04-20,1485,3,79,32.27,5.0,1,Sports,130.69
2025-04-03,1047,2,284,46.25,4.5,0,Home,0.0
2025-05-09,220,1,137,31.55,3.83,1,Electronics,31.55
2025-03-23,1523,3,273,34.81,3.68,1,Beauty,104.43
2025-02-01,1158,3,16,19.05,4.28,1,Electronics,57.15
2025-10-26,909,2,251,81.54,4.86,1,Beauty,220.16
2025-12-06,367,3,228,22.05,3.87,1,Electronics,66.15
2025-11-20,770,3,284,84.31,4.61,1,Toys,341.46
2025-07-12,1018,1,286,22.19,4.61,1,Beauty,29.96
2025-12-28,135,1,43,48.01,3.35,1,Electronics,48.01
2025-06-19,587,1,144,53.71,3.98,1,Sports,53.71
2025-06-12,163,2,169,46.14,3.39,1,Electronics,92.28
2025-02-09,774,1,317,33.4,4.13,1,Sports,33.4
2025-01-30,317,3,171,29.36,3.96,1,Beauty,88.08
2025-10-11,563,2,154,90.17,4.44,1,Electronics,180.34
2025-05-23,179,1,297,43.98,4.19,1,Electronics,43.98
2025-05-03,960,1,180,56.78,4.2,1,Home,56.78
2025-03-03,1156,1,176,17.15,3.72,1,Beauty,17.15
2025-08-16,1055,3,170,26.92,4.62,1,Home,109.03
2025-08-14,1389,3,259,63.68,4.93,1,Sports,257.9
2025-10-24,1234,2,186,60.62,3.98,1,Electronics,121.24
2025-04-24,1740,1,219,6.0,3.42,1,Home,6.0
2025-03-01,146,2,284,36.47,4.41,1,Sports,72.94
2025-07-24,1683,2,68,47.9,3.62,1,Sports,95.8
2025-09-26,435,3,114,17.45,4.14,1,Beauty,52.35
2025-03-30,1289,3,188,45.42,4.16,1,Sports,136.26
2025-02-24,849,3,311,28.34,4.47,1,Toys,85.02
2025-10-22,1624,1,125,55.55,4.19,1,Beauty,55.55
2025-09-13,1535,1,149,28.12,4.26,1,Beauty,28.12
2025-04-05,1606,2,253,55.64,4.03,1,Sports,111.28
2025-04-16,178,3,39,35.99,4.02,1,Sports,107.97
2025-08-11,386,3,9,58.79,4.36,1,Home,176.37
2025-11-05,1652,2,4,41.93,4.16,1,Beauty,83.86
2025-03-30,243,1,136,14.04,5.0,1,Sports,18.95
2025-11-15,567,2,283,37.33,4.37,1,Home,74.66
2025-03-28,185,1,182,71.03,4.38,1,Beauty,71.03
2025-03-19,1160,1,40,43.55,3.95,1,Toys,43.55
2025-06-11,1507,2,142,58.35,4.93,1,Beauty,157.55
2025-01-17,479,3,78,32.79,4.36,1,Electronics,98.37
2025-08-28,530,1,5,6.0,4.38,1,Sports,6.0
2025-05-11,1337,1,2,42.86,4.11,1,Home,42.86
2025-12-20,249,2,162,54.35,4.87,1,Sports,146.74
2025-03-16,471,1,233,43.0,4.82,1,Toys,58.05
2025-09-03,1265,2,134,10.64,4.25,1,Sports,21.28
2025-05-02,763,2,282,46.31,2.37,0,Toys,0.0
2025-04-14,507,2,154,27.39,3.95,1,Home,54.78
2025-10-16,1124,3,80,54.96,3.95,1,Home,164.88
2025-04-13,1588,2,15,44.38,5.0,1,Sports,119.83
2025-07-21,632,3,168,48.43,4.6,1,Toys,196.14
2025-07-08,251,2,234,63.58,3.85,1,Home,127.16
2025-07-28,1683,1,68,47.9,3.62,1,Sports,47.9
2025-12-27,967,1,143,44.43,3.96,1,Toys,44.43
2025-08-07,1425,1,312,34.79,3.53,0,Sports,0.0
2025-02-16,427,1,237,16.66,3.63,1,Home,16.66
2025-03-14,966,2,143,59.13,4.55,1,Sports,159.65
2025-10-02,907,2,283,49.23,4.26,1,Sports,98.46
2025-07-27,1622,2,186,24.94,4.2,1,Home,49.88
2025-05-23,1413,3,55,36.41,5.0,1,Electronics,147.46
2025-03-08,954,3,307,45.64,5.0,1,Beauty,184.84
2025-06-03,968,3,259,41.77,4.44,1,Home,125.31
2025-11-17,1786,1,231,50.77,5.0,1,Beauty,68.54
2025-10-15,1504,2,153,24.8,4.58,1,Electronics,66.96
2025-03-15,210,2,284,47.27,4.17,1,Home,94.54
2025-02-16,106,2,248,15.29,4.47,0,Beauty,0.0
2025-10-27,6,2,176,20.63,3.79,0,Home,0.0
2025-12-12,405,2,131,20.64,3.87,1,Sports,41.28
2025-06-17,1103,2,166,6.0,4.21,1,Home,12.0
2025-05-16,1305,3,278,57.93,4.55,1,Electronics,234.62
2025-09-13,685,2,144,59.06,3.96,1,Toys,118.12
2025-06-15,1765,1,253,33.64,4.38,1,Toys,33.64
2025-01-06,1729,3,28,7.17,4.55,1,Electronics,29.04
2025-04-09,1042,3,253,52.57,4.05,1,Toys,157.71
2025-05-13,1443,1,104,19.23,4.04,1,Toys,19.23
2025-06-27,792,1,252,35.86,3.48,1,Toys,35.86
2025-04-17,1675,2,312,52.21,4.06,1,Home,104.42
2025-02-09,838,1,162,20.05,4.26,1,Beauty,20.05
2025-11-15,210,1,284,47.27,4.17,1,Home,47.27
2025-08-21,601,2,151,61.3,3.83,0,Sports,0.0
2025-08-08,995,2,116,6.0,4.69,1,Electronics,16.2
2025-05-31,309,1,110,25.98,4.16,0,Home,0.0
2025-04-08,1171,3,157,59.11,4.24,1,Electronics,177.33
2025-05-04,577,2,111,16.56,4.13,1,Electronics,33.12
2025-01-03,1562,3,195,70.89,4.14,0,Toys,0.0
2025-03-19,593,2,89,39.58,4.96,1,Sports,106.87
2025-06-17,852,2,148,6.0,4.46,1,Sports,12.0
2025-04-15,56,1,36,6.0,4.64,1,Sports,8.1
2025-11-27,1111,2,7,41.43,3.94,0,Sports,0.0
2025-09-23,347,3,74,52.24,4.35,1,Home,156.72
2025-01-09,1010,1,32,35.43,4.01,1,Toys,35.43
2025-08-22,574,3,181,8.02,4.22,1,Electronics,24.06
2025-09-16,699,3,5,56.25,4.55,1,Beauty,227.81
2025-06-16,782,1,62,17.69,4.35,1,Beauty,17.69
2025-02-05,1700,2,301,55.3,4.75,1,Electronics,149.31
2025-05-15,115,3,179,30.61,4.11,1,Electronics,91.83
2025-09-09,1334,3,231,12.54,3.36,1,Home,37.62
2025-06-26,574,2,181,8.02,4.22,1,Electronics,16.04
2025-07-16,795,1,228,62.2,4.54,1,Home,83.97
2025-09-04,174,3,275,6.0,4.33,1,Beauty,18.0
2025-05-14,678,1,40,24.35,5.0,1,Toys,32.87
2025-08-25,851,2,206,11.41,4.67,1,Beauty,30.81
2025-03-10,1633,3,71,61.13,3.83,1,Electronics,183.39
2025-09-14,171,1,293,31.11,3.77,1,Electronics,31.11
2025-11-12,1510,2,295,50.96,3.58,1,Beauty,101.92
2025-12-19,583,3,200,97.12,4.07,1,Home,291.36
2025-03-14,553,1,255,65.92,4.66,1,Home,88.99
2025-04-08,1284,2,143,15.07,5.0,1,Electronics,40.69
2025-07-30,1736,3,299,60.37,3.23,1,Electronics,181.11
2025-04-25,1546,1,133,69.87,4.25,1,Home,69.87
2025-12-01,574,3,181,8.02,4.22,1,Electronics,24.06
2025-01-31,1797,2,42,66.05,4.08,1,Electronics,132.1
2025-03-08,123,3,273,15.53,3.33,1,Sports,46.59
2025-11-18,54,3,125,45.55,3.78,1,Sports,136.65
2025-11-09,1383,3,82,6.0,3.59,1,Electronics,18.0
2025-06-24,1628,3,109,25.78,3.45,1,Home,77.34
2025-02-04,1016,2,116,50.33,3.03,1,Toys,100.66
2025-12-16,1278,2,149,53.98,3.08,1,Electronics,107.96
2025-09-11,322,3,86,54.04,3.8,0,Toys,0.0
2025-07-27,996,3,12,56.77,3.56,1,Electronics,170.31
2025-07-25,1423,2,148,16.4,5.0,1,Sports,44.28
2025-12-11,1104,1,275,45.55,3.14,1,Electronics,45.55
2025-01-07,514,3,174,32.24,4.21,1,Toys,96.72
2025-08-14,1447,3,270,51.44,4.77,1,Sports,208.33
2025-07-10,100,2,43,62.1,4.26,1,Toys,124.2
2025-04-05,1307,2,155,55.09,3.1,1,Home,110.18
2025-03-15,847,3,278,14.3,4.03,1,Home,42.9
2025-06-11,1327,1,111,79.86,4.07,1,Sports,79.86
2025-04-24,1176,1,212,47.09,3.96,1,Beauty,47.09
2025-10-08,1243,1,189,55.56,4.76,1,Toys,75.01
2025-06-22,1665,1,77,16.35,4.8,1,Sports,22.07
2025-05-24,660,2,307,49.51,4.42,1,Beauty,99.02
2025-04-24,615,3,196,46.62,4.25,1,Beauty,139.86
2025-05-13,1094,3,265,27.07,4.0,1,Home,81.21
2025-09-13,207,2,79,37.98,3.55,0,Home,0.0
2025-11-11,1549,1,70,33.26,4.34,1,Home,33.26
2025-12-26,128,3,204,64.4,3.19,1,Electronics,193.2
2025-04-18,1181,2,3,34.3,3.81,1,Home,68.6
2025-06-17,261,1,14,34.75,4.34,1,Beauty,34.75
2025-11-23,127,1,52,6.0,4.43,1,Beauty,6.0
2025-01-24,517,1,305,73.56,4.14,1,Toys,73.56
2025-01-25,1320,2,54,38.06,4.45,1,Toys,76.12
2025-04-01,359,1,319,58.48,4.68,0,Electronics,0.0
2025-01-14,1185,2,211,67.35,4.08,1,Sports,134.7
2025-06-05,1518,1,46,39.77,5.0,1,Toys,53.69
2025-10-10,1498,2,160,30.83,4.18,1,Electronics,61.66
2025-12-17,1053,2,297,15.13,2.83,1,Home,30.26
2025-11-28,1649,3,316,65.97,3.85,1,Electronics,197.91
2025-08-11,1626,2,83,20.96,4.04,1,Beauty,41.92
2025-03-20,725,3,231,46.05,4.4,1,Beauty,138.15
2025-08-18,1333,2,37,54.66,3.23,1,Sports,109.32
2025-06-26,292,2,233,39.01,4.2,1,Home,78.02
2025-01-04,566,2,221,33.36,4.19,1,Toys,66.72
2025-07-12,554,1,9,64.69,3.51,1,Sports,64.69
2025-09-02,874,3,230,10.49,4.49,1,Home,31.47
2025-12-14,735,2,150,67.11,3.86,1,Beauty,134.22
2025-01-20,345,3,158,11.46,4.55,1,Beauty,46.41
2025-06-17,847,1,278,14.3,4.03,1,Home,14.3
2025-12-01,1520,2,91,29.12,3.33,1,Electronics,58.24
2025-02-20,72,1,175,8.49,4.03,1,Beauty,8.49
2025-02-12,1104,2,275,45.55,3.14,1,Electronics,91.1
2025-01-10,127,1,52,6.0,4.43,1,Beauty,6.0
2025-05-03,1149,1,277,35.61,4.61,1,Home,48.07
2025-01-03,172,3,164,64.86,4.65,1,Beauty,262.68
2025-06-29,725,3,231,46.05,4.4,1,Beauty,138.15
2025-12-13,792,1,252,35.86,3.48,1,Toys,35.86
2025-10-14,1716,1,36,35.14,3.12,1,Beauty,35.14
2025-10-23,994,2,37,22.16,4.56,1,Sports,59.83
2025-10-09,1346,3,59,57.06,4.26,1,Electronics,171.18
2025-01-12,1165,2,267,47.71,3.82,1,Toys,95.42
2025-10-17,1237,1,105,19.63,3.8,1,Electronics,19.63
2025-05-08,671,3,224,23.88,3.75,1,Electronics,71.64
2025-03-06,1246,2,276,35.57,5.0,1,Sports,96.04
2025-09-02,443,3,159,13.24,5.0,1,Home,53.62
2025-08-27,348,2,65,68.69,4.51,1,Toys,185.46
2025-07-04,889,1,215,78.33,4.88,1,Home,105.75
2025-06-14,1765,2,253,33.64,4.38,1,Toys,67.28
2025-04-26,172,2,164,64.86,4.65,1,Beauty,175.12
2025-07-09,248,3,136,31.82,5.0,1,Beauty,128.87
2025-09-10,208,1,64,26.23,3.76,1,Sports,26.23
2025-05-03,383,3,230,45.32,3.85,0,Sports,0.0
2025-02-02,377,1,192,6.0,5.0,1,Electronics,8.1
2025-06-28,982,1,36,70.69,3.92,1,Electronics,70.69
2025-12-14,1144,3,133,30.78,4.23,0,Home,0.0
2025-03-31,832,1,55,37.63,4.75,1,Sports,50.8
2025-03-11,1129,3,289,66.53,4.35,1,Home,199.59
2025-05-01,1162,3,240,60.64,4.2,1,Electronics,181.92
2025-06-23,697,2,116,58.15,4.5,1,Toys,157.0
2025-01-28,1651,3,264,12.37,4.59,1,Toys,50.1
2025-02-17,375,2,114,51.43,4.96,1,Electronics,138.86
2025-10-11,507,3,154,27.39,3.95,1,Home,82.17
2025-05-22,741,3,169,36.01,3.68,1,Beauty,108.03
2025-07-14,724,2,269,88.01,3.88,1,Home,176.02
2025-04-13,194,3,256,28.17,5.0,1,Sports,114.09
2025-09-12,1006,2,206,45.94,4.04,1,Home,91.88
2025-12-06,1064,3,91,65.25,4.29,1,Sports,195.75
2025-07-13,54,3,125,45.55,3.78,1,Sports,136.65
2025-11-03,428,2,245,21.81,4.83,1,Home,58.89
2025-06-26,1461,1,61,63.31,4.48,0,Sports,0.0
2025-02-15,469,2,292,30.07,3.76,1,Sports,60.14
2025-02-03,1008,1,24,25.94,3.61,1,Toys,25.94
2025-12-23,794,1,49,6.0,4.11,1,Electronics,6.0
2025-08-17,497,3,258,26.35,4.55,1,Home,106.72
2025-02-11,766,1,315,39.14,4.38,1,Electronics,39.14
2025-12-19,344,3,71,25.56,4.2,1,Sports,76.68
2025-08-06,574,1,181,8.02,4.22,1,Electronics,8.02
2025-03-10,1558,1,138,31.18,4.37,1,Beauty,31.18
2025-07-15,539,2,133,6.0,3.99,0,Toys,0.0
2025-06-03,731,1,304,32.61,3.6,0,Home,0.0
2025-07-16,1293,1,145,44.89,4.3,1,Home,44.89
2025-02-24,723,3,147,45.8,4.56,0,Electronics,0.0
2025-02-10,1560,3,62,35.22,4.09,1,Beauty,105.66
2025-04-05,1592,3,223,24.84,3.75,1,Sports,74.52
2025-09-15,910,3,79,6.0,3.67,1,Electronics,18.0
2025-01-27,460,2,250,8.91,3.56,0,Toys,0.0
2025-06-24,1690,2,137,28.49,4.75,1,Home,76.92
2025-01-28,154,2,112,65.75,4.59,1,Sports,177.52
2025-12-01,1240,3,206,26.42,4.09,1,Home,79.26
2025-05-08,604,1,270,24.41,4.27,1,Beauty,24.41
2025-02-03,1113,2,49,57.34,4.09,1,Home,114.68
2025-12-14,374,1,144,34.21,4.4,1,Home,34.21
2025-04-26,283,3,1,18.87,4.32,1,Beauty,56.61
2025-11-24,732,3,26,16.11,3.68,1,Electronics,48.33
2025-02-02,102,2,227,39.0,4.29,1,Home,78.0
2025-03-24,690,2,113,49.54,4.51,1,Toys,133.76
2025-02-25,1717,3,233,9.73,5.0,1,Beauty,39.41
2025-09-10,851,3,206,11.41,4.67,1,Beauty,46.21
2025-12-16,1796,2,70,24.0,4.41,1,Toys,48.0
2025-08-10,798,2,313,10.17,4.15,1,Electronics,20.34
2025-02-20,202,1,209,6.0,3.87,1,Sports,6.0
2025-07-08,13,1,53,36.43,4.18,1,Electronics,36.43
2025-05-13,1654,1,268,42.94,4.21,1,Electronics,42.94
2025-03-25,1538,3,163,6.0,4.89,1,Sports,24.3
2025-08-03,731,1,304,32.61,3.6,0,Home,0.0
2025-07-03,1384,1,209,12.11,4.43,1,Electronics,12.11
2025-10-14,335,3,21,13.64,4.08,1,Electronics,40.92
2025-12-17,1219,2,150,33.5,4.04,0,Sports,0.0
2025-11-21,1265,1,134,10.64,4.25,1,Sports,10.64
2025-05-29,1519,1,130,16.61,3.72,1,Electronics,16.61
2025-12-17,294,1,101,30.46,4.22,0,Home,0.0
2025-04-16,1292,1,309,49.58,4.14,1,Beauty,49.58
2025-03-20,203,2,56,76.44,3.85,1,Sports,152.88
2025-07-07,1205,3,248,29.93,4.14,1,Home,89.79
2025-02-27,309,2,110,25.98,4.16,0,Home,0.0
2025-10-26,1626,1,83,20.96,4.04,1,Beauty,20.96
2025-05-15,1650,3,211,62.15,4.56,1,Electronics,251.71
2025-05-07,927,1,83,39.5,3.97,0,Sports,0.0
2025-11-14,1019,1,11,49.64,4.08,1,Beauty,49.64
2025-01-20,565,1,267,73.03,4.82,1,Home,98.59
2025-04-09,1054,1,239,31.52,3.82,1,Electronics,31.52
2025-09-13,1380,2,273,37.99,3.56,1,Sports,75.98
2025-02-11,518,1,86,69.43,3.83,1,Beauty,69.43
2025-02-13,1332,2,70,49.99,4.48,1,Home,99.98
2025-08-15,576,3,115,50.35,3.67,1,Sports,151.05
2025-08-05,1539,1,297,75.91,4.66,1,Toys,102.48
2025-08-29,487,1,41,6.0,5.0,1,Toys,8.1
2025-11-09,759,1,198,8.54,3.87,1,Sports,8.54
2025-11-30,931,2,117,7.26,4.06,1,Home,14.52
2025-07-30,330,2,269,85.47,4.89,1,Beauty,230.77
2025-12-03,1468,3,294,27.91,3.99,1,Toys,83.73
2025-04-26,1483,1,23,94.43,4.02,1,Sports,94.43
2025-09-16,919,3,29,36.8,4.13,1,Sports,110.4
2025-06-10,627,3,210,55.21,4.04,1,Home,165.63
2025-06-10,852,1,148,6.0,4.46,1,Sports,6.0
2025-12-13,945,1,226,64.6,3.43,1,Sports,64.6
2025-04-02,590,1,245,56.15,4.54,0,Sports,0.0
2025-09-06,822,2,4,6.0,4.05,0,Beauty,0.0
2025-07-14,717,2,114,34.72,4.27,1,Beauty,69.44
2025-11-13,746,2,228,51.44,3.62,0,Sports,0.0
2025-10-18,286,3,48,30.53,4.47,1,Sports,91.59
2025-01-09,1180,3,126,15.66,4.88,1,Home,63.42
2025-09-04,621,2,301,47.99,2.99,1,Electronics,95.98
2025-10-31,1775,3,152,8.52,3.1,1,Beauty,25.56
2025-08-10,968,3,259,41.77,4.44,1,Home,125.31
2025-08-30,1673,3,72,72.74,4.72,1,Electronics,294.6
2025-10-25,190,2,188,41.02,4.37,1,Toys,82.04
2025-04-08,760,2,283,80.7,3.81,1,Electronics,161.4
2025-01-11,1513,3,290,30.87,3.83,1,Electronics,92.61
2025-05-23,949,3,24,20.48,4.12,0,Home,0.0
2025-01-08,1369,1,142,42.83,4.31,1,Sports,42.83
2025-11-11,362,3,144,80.08,4.51,1,Toys,324.32
2025-08-05,1469,2,146,57.19,3.85,1,Home,114.38
2025-01-31,143,2,220,30.48,4.91,1,Sports,82.3
2025-03-16,500,3,188,48.1,5.0,1,Beauty,194.81
2025-01-29,1322,2,300,58.82,4.56,1,Electronics,158.81
2025-01-25,520,2,177,29.22,4.78,1,Beauty,78.89
2025-11-02,249,2,162,54.35,4.87,1,Sports,146.74
2025-06-25,1759,3,123,61.11,4.35,0,Beauty,0.0
2025-02-03,1104,3,275,45.55,3.14,1,Electronics,136.65
2025-08-26,1771,2,274,66.44,3.76,1,Electronics,132.88
2025-08-23,803,1,118,41.39,3.13,1,Sports,41.39
2025-05-16,237,1,174,12.24,3.45,1,Toys,12.24
2025-06-01,814,2,127,49.91,3.15,1,Sports,99.82
2025-09-07,1015,3,268,55.9,4.62,1,Electronics,226.4
2025-12-24,837,2,198,34.66,3.98,1,Toys,69.32
2025-01-31,59,2,205,71.78,4.3,1,Home,143.56
2025-11-14,769,1,30,62.55,3.85,1,Home,62.55
2025-09-02,535,2,209,31.52,3.77,1,Sports,63.04
2025-09-04,1703,3,153,16.81,5.0,1,Electronics,68.08
2025-08-14,318,2,191,42.07,4.22,1,Beauty,84.14
2025-06-22,293,3,290,65.6,5.0,1,Home,265.68
2025-09-22,1498,1,160,30.83,4.18,1,Electronics,30.83
2025-11-30,753,3,159,43.27,3.55,1,Home,129.81
2025-01-05,76,3,88,61.6,3.8,1,Toys,184.8
2025-02-24,1565,3,29,54.14,5.0,1,Electronics,219.27
2025-05-29,903,3,315,53.37,4.53,1,Home,216.15
2025-01-31,1565,3,29,54.14,5.0,1,Electronics,219.27
2025-02-24,727,2,307,38.01,4.34,1,Sports,76.02
2025-07-02,848,1,201,60.95,4.05,1,Home,60.95
2025-06-10,420,3,217,28.23,5.0,1,Sports,114.33
2025-12-24,1752,3,73,54.07,3.6,0,Toys,0.0
2025-05-28,1383,2,82,6.0,3.59,1,Electronics,12.0
2025-04-07,843,2,31,9.34,5.0,1,Beauty,25.22
2025-03-16,1402,1,235,39.67,4.14,1,Electronics,39.67
2025-08-12,866,2,19,31.14,3.74,1,Sports,62.28
2025-11-23,148,1,241,21.44,3.86,1,Home,21.44
2025-05-29,1194,1,235,45.46,4.4,1,Toys,45.46
2025-09-09,947,1,215,43.01,3.92,0,Toys,0.0
2025-05-31,1365,1,68,27.23,3.56,1,Home,27.23
2025-03-24,74,2,283,22.09,4.38,0,Toys,0.0
2025-12-22,1584,2,72,33.11,4.84,1,Electronics,89.4
2025-09-03,1135,3,105,35.66,4.07,1,Home,106.98
2025-08-18,735,3,150,67.11,3.86,1,Beauty,201.33
2025-05-29,1552,1,91,46.1,4.37,1,Sports,46.1
2025-06-10,88,1,310,32.34,5.0,1,Home,43.66
2025-06-30,400,3,45,23.28,4.18,1,Electronics,69.84
2025-02-21,82,2,68,66.31,3.96,1,Beauty,132.62
2025-07-06,124,2,35,11.34,4.41,1,Home,22.68
2025-12-17,653,1,11,18.42,4.43,1,Sports,18.42
2025-08-25,66,3,88,41.32,4.64,1,Beauty,167.35
2025-12-15,1427,3,198,35.95,3.53,1,Home,107.85
2025-03-26,1525,1,219,50.64,3.96,1,Beauty,50.64
2025-11-18,408,3,129,6.0,4.22,1,Home,18.0
2025-02-19,682,3,272,17.61,4.63,1,Home,71.32
2025-04-22,80,1,247,33.43,5.0,1,Beauty,45.13
2025-12-26,158,3,1,90.54,5.0,1,Home,366.69
2025-05-03,106,3,248,15.29,4.47,0,Beauty,0.0
2025-07-20,105,1,178,20.78,5.0,1,Home,28.05
2025-01-20,1249,2,127,69.98,3.95,1,Home,139.96
2025-08-13,252,3,315,42.69,4.19,1,Home,128.07
2025-03-12,1600,2,24,43.38,3.76,1,Toys,86.76
2025-03-24,1371,2,127,10.54,4.81,1,Beauty,28.46
2025-10-24,1536,3,134,39.99,5.0,1,Electronics,161.96
2025-04-19,62,1,162,66.93,4.44,1,Sports,66.93
2025-04-07,1011,3,173,35.14,4.44,0,Beauty,0.0
2025-10-18,520,2,177,29.22,4.78,1,Beauty,78.89
2025-02-18,1122,2,180,54.42,3.94,1,Beauty,108.84
2025-12-30,628,3,199,35.89,4.5,1,Sports,145.35
2025-05-19,936,2,169,35.1,4.79,1,Toys,94.77
2025-02-13,524,1,125,28.83,4.45,1,Home,28.83
2025-12-20,166,3,138,6.0,4.42,1,Toys,18.0
2025-10-17,102,1,227,39.0,4.29,1,Home,39.0
2025-10-15,218,3,54,29.1,3.87,1,Toys,87.3
2025-05-02,805,3,14,31.81,4.58,1,Electronics,128.83
2025-08-25,713,3,30,71.24,4.1,0,Beauty,0.0
2025-08-05,1005,2,110,38.64,3.86,1,Toys,77.28
2025-10-20,530,3,5,6.0,4.38,1,Sports,18.0
2025-11-08,1589,2,276,7.69,4.54,1,Toys,20.76
2025-06-03,356,1,118,24.77,4.54,0,Home,0.0
2025-12-20,1670,2,247,39.19,4.6,1,Sports,105.81
2025-12-03,1308,3,203,71.63,4.35,1,Toys,214.89
2025-10-18,344,3,71,25.56,4.2,1,Sports,76.68
2025-04-26,1653,1,161,17.82,4.57,1,Home,24.06
2025-05-13,1356,1,136,63.01,4.49,1,Toys,63.01
2025-08-02,363,1,227,45.4,3.79,1,Toys,45.4
2025-10-26,459,1,70,20.38,3.2,1,Electronics,20.38
2025-11-18,245,3,126,28.41,4.08,1,Home,85.23
2025-11-22,687,2,39,42.91,3.89,1,Sports,85.82
2025-08-11,155,2,123,33.52,4.16,1,Home,67.04
2025-04-11,243,1,136,14.04,5.0,1,Sports,18.95
2025-10-17,915,1,263,25.88,4.55,1,Toys,34.94
2025-10-12,558,3,112,29.74,4.83,0,Sports,0.0
2025-07-27,1094,2,265,27.07,4.0,1,Home,54.14
2025-04-11,577,3,111,16.56,4.13,1,Electronics,49.68
2025-09-19,898,1,245,50.05,4.46,1,Electronics,50.05
2025-03-12,836,1,203,67.74,5.0,1,Sports,91.45
2025-04-26,1445,1,132,44.3,4.37,1,Home,44.3
2025-07-17,1576,1,298,22.29,3.73,0,Toys,0.0
2025-02-12,1102,2,264,70.69,3.82,0,Home,0.0
2025-05-10,1736,3,299,60.37,3.23,1,Electronics,181.11
2025-02-15,503,1,6,50.46,4.59,1,Beauty,68.12
2025-05-15,1690,2,137,28.49,4.75,1,Home,76.92
2025-04-15,242,3,246,6.34,4.72,1,Home,25.68
2025-05-14,280,3,173,58.53,4.35,1,Electronics,175.59
2025-10-16,1044,1,202,23.01,4.73,1,Electronics,31.06
2025-09-12,1152,2,191,42.3,3.86,1,Electronics,84.6
2025-08-21,1467,1,79,30.07,4.49,1,Home,30.07
2025-06-18,1567,1,116,68.3,3.9,1,Sports,68.3
2025-02-26,1008,1,24,25.94,3.61,1,Toys,25.94
2025-08-06,924,2,236,32.2,4.72,1,Sports,86.94
2025-05-21,620,1,235,51.13,4.05,0,Toys,0.0
2025-07-13,621,1,301,47.99,2.99,1,Electronics,47.99
2025-12-19,1506,1,152,45.26,3.7,1,Home,45.26
2025-09-07,1773,2,277,36.02,2.99,1,Sports,72.04
2025-04-09,330,2,269,85.47,4.89,1,Beauty,230.77
2025-12-04,1788,3,278,85.05,3.92,1,Electronics,255.15
2025-02-07,1036,1,10,48.99,3.67,1,Home,48.99
2025-09-07,86,1,149,19.55,4.67,1,Electronics,26.39
2025-02-19,172,2,164,64.86,4.65,1,Beauty,175.12
2025-07-13,1059,3,272,62.69,3.88,1,Home,188.07
2025-08-24,1100,1,36,35.23,4.05,0,Electronics,0.0
2025-11-21,1077,1,288,35.01,4.1,0,Sports,0.0
2025-10-10,1200,2,117,6.0,4.15,1,Beauty,12.0
2025-03-01,522,3,48,33.34,4.57,1,Beauty,135.03
2025-01-01,744,2,35,52.27,4.51,1,Toys,141.13
2025-11-30,1043,1,8,31.74,3.68,1,Sports,31.74
2025-02-21,661,2,94,34.82,3.77,1,Sports,69.64
2025-05-22,984,2,271,72.68,4.51,1,Sports,196.24
2025-09-15,1244,1,266,49.57,3.62,1,Beauty,49.57
2025-04-12,1487,2,12,39.76,4.59,1,Sports,107.35
2025-02-18,1633,2,71,61.13,3.83,1,Electronics,122.26
2025-07-02,657,3,313,30.65,4.34,1,Home,91.95
2025-09-29,1624,1,125,55.55,4.19,1,Beauty,55.55
2025-01-27,568,3,166,44.03,3.75,1,Electronics,132.09
2025-05-07,639,2,291,47.57,3.92,1,Electronics,95.14
2025-05-20,1449,2,2,51.83,3.72,1,Home,103.66
2025-12-30,398,2,228,55.0,3.55,1,Beauty,110.0
2025-08-29,877,1,215,6.0,3.66,1,Home,6.0
2025-09-16,768,1,276,35.18,4.18,1,Toys,35.18
