listing_id,seller_id,category,price,rating,in_stock
1509,83,Home,43.52,4.33,1
1510,295,Beauty,50.96,3.58,1
1511,86,Home,65.13,3.68,1
1512,119,Electronics,26.07,4.08,0
1513,290,Electronics,30.87,3.83,1
1514,147,Sports,17.49,3.93,1
1515,24,Beauty,18.55,4.3,1
1516,84,Home,42.74,3.36,1
1517,216,Electronics,38.9,5.0,1
1518,46,Toys,39.77,5.0,1
1519,130,Electronics,16.61,3.72,1
1520,91,Electronics,29.12,3.33,1
1521,293,Electronics,42.4,3.66,0
1522,108,Beauty,41.85,4.26,1
1523,273,Beauty,34.81,3.68,1
1524,305,Sports,51.66,3.81,1
1525,219,Beauty,50.64,3.96,1
1526,140,Electronics,42.73,3.13,1
1527,153,Home,24.4,4.07,1
1528,56,Electronics,27.94,4.44,1
1529,86,Home,41.89,3.98,1
1530,315,Beauty,32.83,3.49,1
1531,43,Sports,70.75,4.61,1
1532,268,Beauty,38.65,4.78,1
1533,170,Beauty,65.12,3.99,1
1534,294,Toys,35.56,4.38,1
1535,149,Beauty,28.12,4.26,1
1536,134,Electronics,39.99,5.0,1
1537,73,Home,44.39,3.71,0
1538,163,Sports,6.0,4.89,1
1539,297,Toys,75.91,4.66,1
1540,164,Toys,54.18,4.39,1
1541,79,Home,6.0,4.4,1
1542,100,Electronics,29.77,4.17,1
1543,312,Electronics,12.3,3.67,1
1544,249,Sports,21.03,4.29,1
1545,226,Toys,38.18,4.86,0
1546,133,Home,69.87,4.25,1
1547,167,Home,66.01,3.95,1
1548,295,Home,71.2,3.37,1
1549,70,Home,33.26,4.34,1
1550,151,Home,46.88,3.63,1
1551,9,Sports,45.02,4.27,1
1552,91,Sports,46.1,4.37,1
1553,200,Toys,27.16,4.43,0
1554,266,Beauty,41.04,3.26,0
1555,95,Electronics,68.51,4.48,1
1556,33,Beauty,77.76,3.5,1
1557,264,Home,67.41,4.24,1
1558,138,Beauty,31.18,4.37,1
1559,248,Toys,42.87,3.69,1
1560,62,Beauty,35.22,4.09,1
1561,151,Home,19.14,3.96,1
1562,195,Toys,70.89,4.14,0
1563,170,Electronics,48.01,3.19,1
1564,36,Home,6.0,3.97,0
1565,29,Electronics,54.14,5.0,1
1566,223,Electronics,90.07,4.51,1
1567,116,Sports,68.3,3.9,1
1568,41,Electronics,27.86,3.66,1
1569,259,Beauty,57.35,4.43,1
1570,285,Electronics,35.24,4.42,1
1571,177,Beauty,60.05,3.77,0
1572,141,Electronics,24.2,4.19,1
1573,181,Toys,44.08,3.76,1
1574,233,Electronics,58.01,3.86,1
1575,106,Sports,102.05,4.22,1
1576,298,Toys,22.29,3.73,0
1577,63,Home,6.75,4.21,1
1578,273,Sports,50.89,3.31,1
1579,195,Sports,12.85,3.28,1
1580,243,Sports,29.83,4.06,1
1581,102,Beauty,53.8,4.34,0
1582,234,Home,43.42,3.73,1
1583,319,Electronics,39.36,4.63,1
1584,72,Electronics,33.11,4.84,1
1585,61,Sports,76.01,4.13,1
1586,253,Home,32.61,4.31,1
1587,103,Sports,37.54,4.62,1
1588,15,Sports,44.38,5.0,1
1589,276,Toys,7.69,4.54,1
1590,76,Sports,56.74,5.0,1
1591,307,Sports,38.09,4.79,1
1592,223,Sports,24.84,3.75,1
1593,317,Toys,26.99,4.36,0
1594,302,Toys,18.51,3.81,1
1595,176,Sports,52.66,4.39,0
1596,277,Electronics,55.32,3.74,1
1597,59,Electronics,47.49,4.5,1
1598,193,Sports,8.85,5.0,1
1599,91,Sports,42.53,3.9,1
1600,24,Toys,43.38,3.76,1
1601,144,Home,59.39,4.11,1
1602,236,Sports,29.81,4.12,1
1603,15,Electronics,68.83,4.28,1
1604,23,Home,56.57,3.83,1
1605,145,Toys,6.0,4.11,1
1606,253,Sports,55.64,4.03,1
1607,29,Sports,31.75,5.0,1
1608,201,Sports,6.0,4.8,1
1609,112,Beauty,8.56,4.29,1
1610,211,Toys,71.16,4.36,1
1611,150,Sports,69.79,4.62,1
1612,204,Electronics,46.45,3.37,1
1613,31,Beauty,58.57,3.35,1
1614,84,Sports,26.02,3.88,1
1615,294,Electronics,25.82,4.8,1
1616,252,Home,28.36,3.84,1
1617,25,Home,8.72,4.39,1
1618,319,Home,58.2,4.26,1
1619,69,Electronics,34.59,4.08,1
1620,103,Toys,6.0,3.94,0
1621,283,Electronics,54.45,4.45,1
1622,186,Home,24.94,4.2,1
1623,248,Toys,45.69,3.83,1
1624,125,Beauty,55.55,4.19,1
1625,225,Sports,76.42,4.07,1
1626,83,Beauty,20.96,4.04,1
1627,295,Electronics,35.95,5.0,1
1628,109,Home,25.78,3.45,1
1629,218,Sports,6.76,4.76,1
1630,52,Beauty,38.27,4.29,1
1631,143,Sports,68.25,3.82,1
1632,44,Beauty,57.02,4.8,1
1633,71,Electronics,61.13,3.83,1
1634,129,Toys,48.12,3.76,1
1635,112,Home,85.29,5.0,1
1636,96,Sports,59.44,4.05,1
1637,40,Home,62.56,4.97,1
1638,75,Sports,18.75,3.83,1
1639,260,Beauty,79.48,4.34,1
1640,307,Sports,51.12,3.87,1
1641,188,Toys,55.56,3.51,0
1642,98,Sports,50.78,4.89,1
1643,303,Sports,74.39,4.51,1
1644,189,Sports,51.54,4.82,1
1645,219,Sports,54.85,5.0,1
1646,63,Sports,61.01,4.1,1
1647,141,Home,8.05,4.44,1
1648,63,Home,41.37,4.46,1
1649,316,Electronics,65.97,3.85,1
1650,211,Electronics,62.15,4.56,1
1651,264,Toys,12.37,4.59,1
1652,4,Beauty,41.93,4.16,1
1653,161,Home,17.82,4.57,1
1654,268,Electronics,42.94,4.21,1
1655,224,Toys,70.88,5.0,1
1656,242,Sports,42.11,4.11,1
1657,271,Beauty,72.41,3.53,1
1658,255,Electronics,82.18,4.02,1
1659,58,Toys,46.61,4.24,1
1660,280,Sports,55.39,3.89,1
1661,252,Home,47.49,4.86,1
1662,132,Toys,50.54,4.6,1
1663,95,Beauty,6.0,5.0,1
1664,164,Beauty,48.79,4.38,1
1665,77,Sports,16.35,4.8,1
1666,74,Toys,20.76,3.7,1
1667,54,Toys,25.64,3.79,1
1668,178,Electronics,37.38,4.0,1
1669,45,Home,13.26,4.13,0
1670,247,Sports,39.19,4.6,1
1671,296,Electronics,45.12,4.89,1
1672,233,Toys,65.96,4.12,1
1673,72,Electronics,72.74,4.72,1
1674,222,Beauty,38.52,4.66,1
1675,312,Home,52.21,4.06,1
1676,268,Toys,6.0,4.38,1
1677,267,Home,17.02,3.87,1
1678,182,Home,72.22,4.03,1
1679,213,Electronics,62.88,4.29,1
1680,112,Electronics,51.21,3.22,1
1681,248,Electronics,6.0,3.81,1
1682,70,Sports,24.99,4.02,1
1683,68,Sports,47.9,3.62,1
1684,19,Toys,51.22,4.27,1
1685,264,Home,74.9,4.36,1
1686,215,Sports,44.27,4.03,0
1687,93,Electronics,62.12,4.56,1
1688,68,Toys,36.57,4.35,1
1689,224,Beauty,63.98,3.53,1
1690,137,Home,28.49,4.75,1
1691,293,Sports,13.51,4.19,1
1692,272,Sports,54.96,4.15,1
1693,34,Beauty,35.53,4.69,1
1694,295,Sports,101.67,3.72,1
1695,30,Toys,27.04,4.26,1
1696,18,Toys,68.25,5.0,0
1697,21,Toys,51.92,4.42,1
1698,209,Sports,42.61,3.83,1
1699,267,Beauty,68.44,3.61,1
1700,301,Electronics,55.3,4.75,1
1701,282,Beauty,24.82,4.54,0
1702,157,Toys,34.74,3.95,1
1703,153,Electronics,16.81,5.0,1
1704,308,Sports,44.52,4.42,1
1705,310,Electronics,19.35,4.07,1
1706,317,Electronics,30.76,4.4,1
1707,242,Toys,72.81,3.85,1
1708,283,Toys,6.0,3.53,1
1709,32,Home,14.54,4.9,1
1710,245,Home,38.38,3.82,0
1711,260,Home,38.96,4.32,1
1712,38,Toys,31.48,3.53,1
1713,152,Electronics,8.85,3.37,1
1714,154,Electronics,79.23,5.0,1
1715,216,Electronics,73.34,4.57,0
1716,36,Beauty,35.14,3.12,1
1717,233,Beauty,9.73,5.0,1
1718,106,Home,25.02,4.63,1
1719,129,Sports,43.22,4.71,1
1720,114,Toys,24.67,4.78,1
1721,181,Beauty,22.79,4.35,1
1722,201,Electronics,52.21,3.51,1
1723,312,Beauty,40.45,3.76,1
1724,224,Beauty,72.53,3.88,1
1725,298,Sports,25.29,4.55,1
1726,71,Electronics,13.7,3.71,1
1727,278,Electronics,57.91,4.35,1
1728,109,Sports,31.73,3.37,1
1729,28,Electronics,7.17,4.55,1
1730,313,Beauty,31.37,4.68,1
1731,103,Sports,27.35,3.72,1
1732,138,Beauty,46.57,4.53,1
1733,81,Home,16.05,5.0,1
1734,66,Beauty,43.99,4.55,1
1735,26,Beauty,78.25,3.28,1
1736,299,Electronics,60.37,3.23,1
1737,288,Toys,40.0,5.0,1
1738,31,Electronics,63.47,4.62,1
1739,165,Sports,99.76,3.42,1
1740,219,Home,6.0,3.42,1
1741,220,Home,52.47,4.5,1
1742,259,Beauty,53.66,3.66,1
1743,149,Home,77.22,4.44,1
1744,98,Toys,57.64,4.95,1
1745,273,Sports,32.02,3.96,0
1746,264,Beauty,40.64,5.0,1
1747,188,Electronics,82.18,3.1,1
1748,255,Electronics,6.0,4.81,1
1749,182,Sports,6.0,4.32,1
1750,279,Home,39.59,4.25,1
1751,111,Toys,26.03,4.87,1
1752,73,Toys,54.07,3.6,0
1753,61,Home,38.1,4.83,0
1754,200,Sports,6.0,4.1,1
1755,86,Beauty,58.58,4.1,1
1756,189,Sports,32.94,2.97,1
1757,159,Electronics,94.58,4.48,0
1758,200,Beauty,6.58,4.2,1
1759,123,Beauty,61.11,4.35,0
1760,48,Home,12.37,3.69,1
1761,239,Electronics,47.39,4.56,1
1762,192,Electronics,20.02,4.31,1
1763,294,Electronics,83.04,4.23,1
1764,313,Beauty,35.88,3.77,1
1765,253,Toys,33.64,4.38,1
1766,240,Electronics,35.36,4.47,1
1767,198,Sports,36.3,4.33,1
1768,226,Electronics,6.0,4.42,1
1769,222,Sports,50.65,4.75,1
1770,51,Toys,36.97,4.0,1
1771,274,Electronics,66.44,3.76,1
1772,76,Electronics,10.71,4.07,1
1773,277,Sports,36.02,2.99,1
1774,278,Beauty,24.09,3.67,1
1775,152,Beauty,8.52,3.1,1
1776,250,Beauty,38.66,4.06,1
1777,287,Beauty,59.5,4.71,1
1778,6,Beauty,45.6,4.41,1
1779,137,Electronics,11.66,3.4,1
1780,211,Home,57.06,2.56,1
1781,2,Home,36.18,3.69,1
1782,14,Sports,9.16,3.09,1
1783,108,Home,46.28,4.75,1
1784,124,Beauty,48.05,3.92,1
1785,56,Sports,20.86,4.63,1
1786,231,Beauty,50.77,5.0,1
1787,279,Home,33.56,4.64,1
1788,278,Electronics,85.05,3.92,1
1789,194,Home,34.71,3.53,1
1790,56,Electronics,37.03,3.66,1
1791,72,Toys,50.3,3.93,1
1792,211,Home,41.57,4.51,0
1793,257,Electronics,50.73,4.5,1
1794,137,Beauty,84.2,3.84,1
1795,128,Toys,21.26,3.9,1
1796,70,Toys,24.0,4.41,1
1797,42,Electronics,66.05,4.08,1
1798,150,Home,6.0,4.16,0
1799,69,Beauty,85.72,4.09,0
1800,73,Beauty,18.22,3.71,1
